x_read,sd_over_Delta,n_draws,cbar,qbar,cov_cq,var_c,var_q,G2_pred_mean,G2_meas_mean,wbar,agree_arm1,agree_arm2,frac_offres,G2_sd,G2_min,G2_max,G2_max_absdiff_pred_meas,max_abs_pooled_qq
20,1.55,64,0.9974719262,0.2963705936,-2.499043328e-08,1.60489875e-07,0.0007319973113,-1.095916234e-07,-1.095916233e-07,0.2957582786,0.9974719262,0.9974719262,1,6.002903561e-06,-2.184735195e-05,1.277865066e-05,1.615888989e-16,4.440892099e-16
20,1.6,64,0.9974688041,0.2963187176,4.282789852e-08,1.721657199e-07,0.0007329761927,2.148014718e-07,2.148014718e-07,0.2957611821,0.9974688041,0.9974688041,1,5.793868292e-06,-1.603843307e-05,1.428538187e-05,1.674228383e-16,3.330669074e-16
20,1.8,64,0.99745519,0.2960857617,4.230221592e-08,2.244263031e-07,0.0007359040267,2.047102495e-07,2.047102495e-07,0.2957623889,0.99745519,0.99745519,1,7.498138228e-06,-1.90876398e-05,1.687066011e-05,2.038520313e-16,4.440892099e-16
20,2,64,0.9974397024,0.2961030717,-1.996012574e-07,2.866317422e-07,0.0007392995976,-9.484487989e-07,-9.484487989e-07,0.2957658646,0.9974397024,0.9974397024,1,7.507144712e-06,-1.599873991e-05,1.540206469e-05,2.387760467e-16,6.661338148e-16
20,2.5,64,0.9973919969,0.2970263288,-3.149662769e-07,4.983683187e-07,0.0007634638054,-1.493050607e-06,-1.493050607e-06,0.2957416799,0.9973919969,0.9973919969,1,1.244889414e-05,-2.669545696e-05,2.40861788e-05,1.423956617e-16,4.440892099e-16
20,3,64,0.9973293639,0.2967546826,-2.556891721e-07,8.310419772e-07,0.000773112232,-1.202780002e-06,-1.202780002e-06,0.295752267,0.9973293639,0.9973293639,0.9996875,1.890859268e-05,-4.555539537e-05,4.261049023e-05,1.790007199e-16,4.440892099e-16
50,0,64,0.9996004794,0.3028988819,-6.162975822e-33,1.232595164e-32,3.081487911e-33,-2.918750783e-32,0,0.29603339,0.9996004794,0.9996004794,1,0,-2.918750783e-32,-2.918750783e-32,2.918750783e-32,5.551115123e-16
50,0.1,64,0.9996004703,0.2992741519,-1.030006712e-08,2.54750184e-12,5.506279478e-05,-4.91258882e-08,-4.91258882e-08,0.2959656271,0.9996004703,0.9996004703,1,6.50927329e-09,-6.121496287e-08,-2.991756893e-08,1.531065852e-16,4.440892099e-16
50,0.2,64,0.9996004516,0.2967447231,-9.261714822e-09,1.01909576e-11,7.064755496e-05,-4.438397523e-08,-4.438397525e-08,0.2959519742,0.9996004516,0.9996004516,1,1.308751966e-08,-6.856844369e-08,-1.561293788e-08,1.560730997e-16,4.440892099e-16
50,0.3,64,0.9996004232,0.2960891392,-1.737599536e-09,2.293481225e-11,7.143142124e-05,-8.342876541e-09,-8.342876541e-09,0.2959501467,0.9996004232,0.9996004232,1,1.926648177e-08,-5.166669851e-08,3.490108258e-08,2.095339769e-16,5.551115123e-16
50,0.5,64,0.9996003375,0.2961317682,-6.067829115e-10,6.376167189e-11,7.066632736e-05,-2.898392621e-09,-2.898392627e-09,0.2959498932,0.9996003375,0.9996003375,1,3.375145702e-08,-7.881254841e-08,7.329145111e-08,1.617274682e-16,4.440892099e-16
50,0.7,64,0.999600213,0.2962942909,-1.339516119e-09,1.251445711e-10,7.192675773e-05,-6.423733306e-09,-6.423733287e-09,0.2959485479,0.999600213,0.999600213,1,4.819818489e-08,-1.189528927e-07,1.246586806e-07,1.621355503e-16,4.440892099e-16
50,0.9,64,0.9996000497,0.296225424,2.52080516e-09,2.072655518e-10,7.189885849e-05,1.21051372e-08,1.210513719e-08,0.295947272,0.9996000497,0.9996000497,1,6.109860719e-08,-1.413390907e-07,1.418786168e-07,1.86443691e-16,3.330669074e-16
50,1.1,64,0.9995998475,0.2960761268,-4.624700486e-10,3.103734429e-10,7.068058274e-05,-2.213287909e-09,-2.213287911e-09,0.2959506166,0.9995998475,0.9995998475,1,6.920288932e-08,-1.439748064e-07,1.733626373e-07,1.850869428e-16,4.440892099e-16
50,1.2,64,0.9995997317,0.2960581012,-3.183763223e-09,3.698939138e-10,7.083633275e-05,-1.528582186e-08,-1.528582185e-08,0.2959490698,0.9995997317,0.9995997317,1,7.21418213e-08,-1.693782596e-07,1.647750144e-07,2.121773262e-16,5.551115123e-16
50,1.25,64,0.9995996701,0.2961108317,-1.278165153e-09,4.016652829e-10,7.191882171e-05,-6.113890898e-09,-6.113890906e-09,0.2959511827,0.9995996701,0.9995996701,1,6.668078034e-08,-1.560812882e-07,1.419833494e-07,2.133870415e-16,4.440892099e-16
50,1.3,64,0.9995996061,0.2961555807,2.231257312e-09,4.347855799e-10,7.228704019e-05,1.074217749e-08,1.074217749e-08,0.2959524316,0.9995996061,0.9995996061,1,7.340554652e-08,-1.477778244e-07,1.894279363e-07,2.106973562e-16,4.440892099e-16
50,1.35,64,0.9995995396,0.2961875954,3.02542745e-09,4.692612882e-10,7.186800788e-05,1.45263969e-08,1.452639689e-08,0.2959499904,0.9995995396,0.9995995396,1,8.142391914e-08,-1.844378908e-07,2.060675187e-07,1.568503583e-16,4.440892099e-16
50,1.4,64,0.9995994707,0.2961626119,1.226112172e-09,5.050991776e-10,7.176073578e-05,5.892006255e-09,5.892006246e-09,0.2959503996,0.9995994707,0.9995994707,1,8.356093972e-08,-1.659019684e-07,1.845296096e-07,1.825358648e-16,4.440892099e-16
50,1.45,64,0.9995993993,0.2961789039,-1.687157942e-09,5.423063082e-10,7.11624811e-05,-8.093086208e-09,-8.093086196e-09,0.2959518808,0.9995993993,0.9995993993,1,8.310073191e-08,-1.581904052e-07,1.803889187e-07,1.855141121e-16,4.440892099e-16
